Iteracao,Energia
0,-0.8144
1,-1.0976
2,-1.2304
3,-1.3792
4,-1.4512
5,-1.4992
6,-1.536
7,-1.5632
8,-1.5824
9,-1.5936
10,-1.632
11,-1.6512
12,-1.656
13,-1.6528
14,-1.6624
15,-1.672
16,-1.6816
17,-1.6944
18,-1.7104
19,-1.7056
20,-1.7184
21,-1.7184
22,-1.7264
23,-1.7392
24,-1.7456
25,-1.7504
26,-1.744
27,-1.7392
28,-1.7488
29,-1.76
30,-1.76
31,-1.7648
32,-1.7664
33,-1.7696
34,-1.7696
35,-1.768
36,-1.768
37,-1.7712
38,-1.776
39,-1.7744
40,-1.7664
41,-1.7744
42,-1.776
43,-1.7776
44,-1.7808
45,-1.7824
46,-1.7808
47,-1.7872
48,-1.7952
49,-1.7952
50,-1.7856
51,-1.7936
52,-1.7936
53,-1.8
54,-1.8032
55,-1.8064
56,-1.8032
57,-1.8048
58,-1.8096
59,-1.816
60,-1.816
61,-1.8256
62,-1.8304
63,-1.832
64,-1.8272
65,-1.8336
66,-1.8368
67,-1.8288
68,-1.8272
69,-1.8416
70,-1.8464
71,-1.8384
72,-1.8304
73,-1.8288
74,-1.8288
75,-1.8368
76,-1.8512
77,-1.8528
78,-1.8512
79,-1.8416
80,-1.8512
81,-1.8528
82,-1.8544
83,-1.8656
84,-1.864
85,-1.8704
86,-1.8656
87,-1.8608
88,-1.8592
89,-1.8768
90,-1.8768
91,-1.8832
92,-1.8768
93,-1.8768
94,-1.8864
95,-1.888
96,-1.8832
97,-1.8784
98,-1.8784
99,-1.8752
100,-1.8736
101,-1.8752
102,-1.8784
103,-1.8816
104,-1.88
105,-1.8784
106,-1.88
107,-1.888
108,-1.88
109,-1.8832
110,-1.8912
111,-1.8912
112,-1.8944
113,-1.9056
114,-1.8976
115,-1.8896
116,-1.9024
117,-1.9024
118,-1.9088
119,-1.9136
120,-1.9104
121,-1.912
122,-1.9088
123,-1.9072
124,-1.9168
125,-1.9104
126,-1.9136
127,-1.9056
128,-1.9216
129,-1.9296
130,-1.936
131,-1.936
132,-1.9312
133,-1.9328
134,-1.9328
135,-1.9392
136,-1.9328
137,-1.9408
138,-1.9456
139,-1.936
140,-1.9312
141,-1.9424
142,-1.936
143,-1.936
144,-1.936
145,-1.9344
146,-1.9392
147,-1.9312
148,-1.9392
149,-1.944
150,-1.9408
151,-1.9392
152,-1.9408
153,-1.936
154,-1.9472
155,-1.9424
156,-1.9504
157,-1.9488
158,-1.952
159,-1.9504
160,-1.9488
161,-1.9392
162,-1.9456
163,-1.9488
164,-1.9472
165,-1.944
166,-1.944
167,-1.9488
168,-1.936
169,-1.936
170,-1.9408
171,-1.9472
172,-1.9456
173,-1.9408
174,-1.9456
175,-1.944
176,-1.9472
177,-1.9424
178,-1.9408
179,-1.9504
180,-1.952
181,-1.944
182,-1.9472
183,-1.9488
184,-1.9472
185,-1.9504
186,-1.9584
187,-1.9552
188,-1.9584
189,-1.9568
190,-1.9632
191,-1.9648
192,-1.9616
193,-1.9632
194,-1.9648
195,-1.9664
196,-1.9712
197,-1.976
198,-1.9616
199,-1.9504
200,-1.9616
201,-1.9584
202,-1.9552
203,-1.9664
204,-1.9712
205,-1.976
206,-1.9744
207,-1.9776
208,-1.9744
209,-1.976
210,-1.9792
211,-1.976
212,-1.9872
213,-1.9888
214,-1.9936
215,-2.0
216,-2.0
217,-2.0
218,-1.9968
219,-1.9904
220,-1.992
221,-2.0
222,-1.9904
223,-1.9936
224,-1.9872
225,-1.9904
226,-1.9936
227,-1.9968
228,-2.0
229,-1.9968
230,-1.9968
231,-1.9968
232,-1.9888
233,-1.9968
234,-2.0
235,-1.9904
236,-1.9968
237,-2.0
238,-1.9968
239,-2.0
240,-2.0
241,-1.9936
242,-1.9872
243,-1.9968
244,-1.9936
245,-1.984
246,-1.9936
247,-1.9936
248,-1.9904
249,-1.9904
250,-1.9872
251,-1.9872
252,-1.9936
253,-1.9968
254,-2.0
255,-1.9968
256,-2.0
257,-1.9936
258,-1.9888
259,-1.9904
260,-1.9936
261,-1.9872
262,-1.9904
263,-1.9936
264,-1.9968
265,-2.0
266,-1.9936
267,-1.9936
268,-1.9936
269,-1.9968
270,-1.9968
271,-1.9936
272,-1.9936
273,-1.9936
274,-1.9968
275,-2.0
276,-1.9968
277,-1.9936
278,-1.9872
279,-1.9888
280,-1.9824
281,-1.9872
282,-1.9936
283,-1.9968
284,-1.9968
285,-1.9936
286,-1.9968
287,-1.992
288,-1.9968
289,-1.9904
290,-1.9936
291,-1.9872
292,-1.9968
293,-1.9936
294,-1.9856
295,-1.9872
296,-1.9968
297,-1.9968
298,-1.9968
299,-1.9936
300,-1.9904
301,-1.9968
302,-1.9904
303,-1.9968
304,-1.9968
305,-2.0
306,-2.0
307,-2.0
308,-2.0
309,-1.9904
310,-1.9968
311,-2.0
312,-2.0
313,-1.9968
314,-2.0
315,-1.9968
316,-1.9968
317,-1.9936
318,-2.0
319,-2.0
320,-1.9968
321,-1.9936
322,-1.9936
323,-1.9968
324,-1.9936
325,-1.9968
326,-1.9904
327,-2.0
328,-2.0
329,-2.0
330,-2.0
331,-2.0
332,-1.9904
333,-1.9936
334,-1.9904
335,-1.9968
336,-2.0
337,-1.9904
338,-1.9904
339,-1.9936
340,-1.9872
341,-1.9936
342,-1.9936
343,-1.9904
344,-1.9904
345,-1.9936
346,-1.9904
347,-1.9904
348,-1.9872
349,-1.9968
350,-1.9904
351,-1.9968
352,-1.9904
353,-1.9936
354,-1.9936
355,-1.9904
356,-1.9872
357,-1.9936
358,-1.9936
359,-1.9904
360,-1.9904
361,-1.9904
362,-1.9936
363,-2.0
364,-2.0
365,-2.0
366,-1.9936
367,-1.9936
368,-2.0
369,-1.9936
370,-1.9904
371,-1.9872
372,-1.9904
373,-1.9904
374,-1.992
375,-1.9856
376,-1.9888
377,-1.9936
378,-1.9904
379,-1.9872
380,-2.0
381,-2.0
382,-1.9968
383,-1.9968
384,-1.9936
385,-2.0
386,-2.0
387,-2.0
388,-1.9968
389,-1.9904
390,-1.9968
391,-2.0
392,-2.0
393,-1.9968
394,-1.9872
395,-1.9968
396,-1.992
397,-1.9968
398,-1.9968
399,-1.9904
400,-1.9936
401,-1.9904
402,-1.9904
403,-1.992
404,-1.9968
405,-1.992
406,-1.9904
407,-2.0
408,-1.9968
409,-1.9904
410,-1.9904
411,-2.0
412,-2.0
413,-1.9936
414,-2.0
415,-2.0
416,-1.9968
417,-1.9936
418,-1.9904
419,-1.9936
420,-1.9904
421,-1.9936
422,-1.9904
423,-2.0
424,-1.9968
425,-1.9936
426,-1.9904
427,-1.9968
428,-1.9968
429,-1.9904
430,-1.9936
431,-2.0
432,-2.0
433,-1.9968
434,-1.9952
435,-1.9904
436,-1.9936
437,-1.992
438,-2.0
439,-1.9968
440,-1.9936
441,-1.9872
442,-1.9936
443,-1.9888
444,-1.9872
445,-1.9968
446,-2.0
447,-1.9968
448,-1.9968
449,-1.9904
450,-1.984
451,-1.992
452,-1.9968
453,-1.9936
454,-1.9872
455,-1.9968
456,-1.9936
457,-1.9936
458,-1.9936
459,-1.9936
460,-1.9904
461,-2.0
462,-1.9968
463,-1.9936
464,-2.0
465,-1.9968
466,-1.9968
467,-1.9936
468,-1.9936
469,-1.9968
470,-1.9968
471,-1.9856
472,-1.9872
473,-1.9888
474,-1.9888
475,-1.9904
476,-1.9904
477,-1.9968
478,-2.0
479,-1.9936
480,-1.9968
481,-1.9936
482,-2.0
483,-2.0
484,-1.9904
485,-1.9872
486,-1.9936
487,-1.9936
488,-1.9968
489,-1.9936
490,-1.9936
491,-1.9936
492,-1.9936
493,-1.984
494,-1.9968
495,-1.9968
496,-1.9968
497,-1.9936
498,-2.0
499,-1.9936
